 A(*, *)
 fmt_matr[          23 ,          20 ]
   -6.93E+04  0.00E+00
 fmt_matr[          23 ,          21 ]
   -3.47E+04  0.00E+00
 fmt_matr[          23 ,          22 ]
   -3.47E+04  0.00E+00
 fmt_matr[          23 ,          23 ]
    5.09E+07  0.00E+00
 fmt_matr[          23 ,          24 ]
   -6.93E+04  0.00E+00
 fmt_matr[          23 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          31 ]
   -2.50E+01  0.00E+00
 fmt_matr[          23 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          16 ]
   -1.50E+01  0.00E+00
 fmt_matr[          24 ,          17 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          18 ]
    3.47E+04  0.00E+00
 fmt_matr[          24 ,          19 ]
   -3.47E+04  0.00E+00
 fmt_matr[          24 ,          20 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          21 ]
    3.47E+04  0.00E+00
 fmt_matr[          24 ,          22 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          23 ]
   -3.47E+04  0.00E+00
 fmt_matr[          24 ,          24 ]
    7.00E+04  0.00E+00
 fmt_matr[          24 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          31 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          32 ]
   -2.50E+01  0.00E+00
 fmt_matr[          24 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          17 ]
   -2.50E+01  0.00E+00
 fmt_matr[          25 ,          18 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          19 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          20 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          21 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          22 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          23 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          24 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          25 ]
    1.70E+05  0.00E+00
 fmt_matr[          25 ,          26 ]
   -1.02E+03  0.00E+00
 fmt_matr[          25 ,          27 ]
   -1.80E+07  0.00E+00
 fmt_matr[          25 ,          28 ]
    1.69E+05  0.00E+00
 fmt_matr[          25 ,          29 ]
    1.69E+05  0.00E+00
 fmt_matr[          25 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          31 ]
   -1.69E+05  0.00E+00
 fmt_matr[          25 ,          32 ]
    1.69E+05  0.00E+00
 fmt_matr[          25 ,          33 ]
   -3.50E+01  0.00E+00
 fmt_matr[          25 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          25 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          17 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          18 ]
   -2.50E+01  0.00E+00
 fmt_matr[          26 ,          19 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          20 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          21 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          22 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          23 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          24 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          25 ]
   -1.02E+03  0.00E+00
 fmt_matr[          26 ,          26 ]
    1.70E+05  0.00E+00
 fmt_matr[          26 ,          27 ]
   -1.80E+07  0.00E+00
 fmt_matr[          26 ,          28 ]
    1.69E+05  0.00E+00
 fmt_matr[          26 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          30 ]
    1.69E+05  0.00E+00
 fmt_matr[          26 ,          31 ]
   -1.69E+05  0.00E+00
 fmt_matr[          26 ,          32 ]
    1.69E+05  0.00E+00
 fmt_matr[          26 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          34 ]
   -3.50E+01  0.00E+00
 fmt_matr[          26 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          26 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          17 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          18 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          19 ]
   -2.50E+01  0.00E+00
 fmt_matr[          27 ,          20 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          21 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          22 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          23 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          24 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          25 ]
   -1.69E+05  0.00E+00
 fmt_matr[          27 ,          26 ]
   -1.69E+05  0.00E+00
 fmt_matr[          27 ,          27 ]
    7.66E+07  0.00E+00
 fmt_matr[          27 ,          28 ]
   -3.38E+05  0.00E+00
 fmt_matr[          27 ,          29 ]
   -1.69E+05  0.00E+00
 fmt_matr[          27 ,          30 ]
   -1.69E+05  0.00E+00
 fmt_matr[          27 ,          31 ]
    3.38E+05  0.00E+00
 fmt_matr[          27 ,          32 ]
   -3.38E+05  0.00E+00
 fmt_matr[          27 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          35 ]
   -3.50E+01  0.00E+00
 fmt_matr[          27 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          27 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          17 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          18 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          19 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          20 ]
   -2.50E+01  0.00E+00
 fmt_matr[          28 ,          21 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          22 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          23 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          24 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          25 ]
    1.69E+05  0.00E+00
 fmt_matr[          28 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          27 ]
   -1.69E+05  0.00E+00
 fmt_matr[          28 ,          28 ]
    3.39E+05  0.00E+00
 fmt_matr[          28 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          30 ]
    1.69E+05  0.00E+00
 fmt_matr[          28 ,          31 ]
   -1.69E+05  0.00E+00
 fmt_matr[          28 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          36 ]
   -3.50E+01  0.00E+00
 fmt_matr[          28 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          28 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          17 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          18 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          19 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          20 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          21 ]
   -2.50E+01  0.00E+00
 fmt_matr[          29 ,          22 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          23 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          24 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          25 ]
    1.69E+05  0.00E+00
 fmt_matr[          29 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          27 ]
   -1.69E+05  0.00E+00
 fmt_matr[          29 ,          28 ]
    1.69E+05  0.00E+00
 fmt_matr[          29 ,          29 ]
    1.70E+05  0.00E+00
 fmt_matr[          29 ,          30 ]
   -1.02E+03  0.00E+00
 fmt_matr[          29 ,          31 ]
   -1.80E+07  0.00E+00
 fmt_matr[          29 ,          32 ]
    1.69E+05  0.00E+00
 fmt_matr[          29 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          37 ]
   -3.50E+01  0.00E+00
 fmt_matr[          29 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          29 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          17 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          18 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          19 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          20 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          21 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          22 ]
   -2.50E+01  0.00E+00
 fmt_matr[          30 ,          23 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          24 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          26 ]
    1.69E+05  0.00E+00
 fmt_matr[          30 ,          27 ]
   -1.69E+05  0.00E+00
 fmt_matr[          30 ,          28 ]
    1.69E+05  0.00E+00
 fmt_matr[          30 ,          29 ]
   -1.02E+03  0.00E+00
 fmt_matr[          30 ,          30 ]
    1.70E+05  0.00E+00
 fmt_matr[          30 ,          31 ]
   -1.80E+07  0.00E+00
 fmt_matr[          30 ,          32 ]
    1.69E+05  0.00E+00
 fmt_matr[          30 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          38 ]
   -3.50E+01  0.00E+00
 fmt_matr[          30 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          30 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          31 ,          16 ]
